STN,YYYYMMDD,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,TG_C,HDD,CDD,Date
278,20221222,219,20,24,40,12,10,5,80,13,83,68,10,96,24,63,12,48,63,297,61,24,5,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,94,99,5,83,12,4,8.3,9.7,0.0,2022-12-22
278,20221223,226,7,24,70,24,10,6,120,24,85,72,8,104,23,71,12,0,0,55,107,132,36,15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,98,99,5,93,24,1,8.5,9.5,0.0,2022-12-23
278,20221224,235,36,40,70,1,20,17,120,1,86,60,21,111,12,34,18,12,16,171,7,9,8,8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,98,24,81,13,2,8.6,9.4,0.0,2022-12-24
278,20221225,175,14,15,30,2,0,22,60,7,82,61,1,89,14,45,6,0,0,44,105,126,23,16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,97,99,15,95,9,1,8.2,9.8,0.0,2022-12-25
278,20221226,238,38,43,70,10,20,1,150,11,66,28,19,100,10,14,18,15,20,173,8,3,2,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,99,1,75,15,2,6.6,11.4,0.0,2022-12-26
278,20221227,215,43,44,60,3,40,6,100,21,52,31,2,70,19,20,6,47,62,286,8,6,6,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,92,7,79,22,4,5.2,12.8,0.0,2022-12-27
278,20221228,205,56,57,70,5,40,1,120,3,85,55,1,109,24,53,6,0,0,65,137,47,8,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,96,7,84,16,1,8.5,9.5,0.0,2022-12-28
278,20221229,223,62,63,80,11,50,5,140,7,92,67,24,113,1,58,24,18,23,157,43,31,9,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,92,11,77,10,2,9.2,8.8,0.0,2022-12-29
278,20221230,199,48,53,80,20,30,4,140,15,83,43,7,132,23,35,6,0,0,137,50,16,6,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,95,17,73,13,2,8.3,9.7,0.0,2022-12-30
278,20221231,217,54,55,80,14,30,3,160,14,137,109,6,157,18,107,6,0,0,53,139,230,37,13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,84,98,4,60,21,1,13.7,4.300000000000001,0.0,2022-12-31
